"REFERENCE_NUMBER","EASTING","NORTHING","NUMBER_OF_VEHICLES","ACCIDENT_DATE","TIME_24HR","ROAD_CLASS","ROAD_SURFACE","LIGHTING_CONDITIONS","WEATHER_CONDITIONS","CASUALTY_CLASS","CASUALTY_SEVERITY","SEX_OF_CASUALTY","AGE_OF_CASUALTY","VEHICLE_TYPE","ROAD_CLASS_CODE","ROAD_SURFACE_CODE","LIGHTING_CODE","WEATHER_CODE","CASUALTY_CLASS_CODE","CASUALTY_SEVERITY_CODE","SEX_OF_CASUALTY_CODE","AGE_OF_CASUALTY_CODE","VEHICLE_TYPE_CODE"
"31F1687","424982","432677","2","15/01/2016","2216","Unclassified","Wet / Damp","Daylight: street lights present","Raining without high winds","Vehicle or pillion passenger","Slight","Male","7","Car","6","2","1","2","2","3","1","7","9"
"31F1687","424982","432677","2","15/01/2016","2216","Unclassified","Wet / Damp","Daylight: street lights present","Raining without high winds","Vehicle or pillion passenger","Slight","Male","7","Car","6","2","1","2","2","3","1","7","9"
"31G0345","429683","439068","1","16/01/2016","850","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female","23","Car","6","1","1","1","1","3","2","23","9"
"31G0363","430907","432292","2","16/01/2016","850","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male","28","Car","3","2","1","1","1","3","1","28","9"
"31G0477","429767","438911","2","16/01/2016","1100","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female","84","Mobility Scooter","6","1","1","1","1","3","2","84","22"
"31G0824","423746","444348","2","16/01/2016","1415","A","Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male","47","Car","3","1","1","1","1","3","1","47","9"
"31G0824","423746","444348","2","16/01/2016","1415","A","Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male","41","Car","3","1","1","1","1","3","1","41","9"
"31G1257","426200","431900","2","16/01/2016","1257","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female","53","Car","3","2","1","1","1","3","2","53","9"
"31G1463","428987","437127","1","16/01/2016","1939","Unclassified","Snow","Darkness: street lights present and lit","Snowing without high winds","Driver or rider","Slight","Male","19","M/cycle 50cc and under","6","3","4","3","1","3","1","19","2"
"31I0172","428087","434526","2","18/01/2016","620","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Male","26","Pedal cycle","6","1","4","1","1","3","1","26","1"
"31I1016","432064","428597","2","18/01/2016","1557","Motorway","Dry","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Female","48","Car","1","1","4","1","1","3","2","48","9"
"31I1110","426248","438496","2","18/01/2016","1649","Unclassified","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver or rider","Serious","Female","58","Car","6","2","1","2","1","2","2","58","9"
"31I1123","430813","433940","2","18/01/2016","1652","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Serious","Female","40","Pedal cycle","3","2","4","1","1","2","2","40","1"
"31I1222","430947","433304","2","18/01/2016","1740","Unclassified","Wet / Damp","Darkness: street lights present and lit","Other","Driver or rider","Slight","Male","49","Pedal cycle","6","2","4","8","1","3","1","49","1"
"31I1266","426507","437848","2","18/01/2016","1620","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Female","26","Car","6","2","4","1","1","3","2","26","9"
"31I1266","426507","437848","2","18/01/2016","1620","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Vehicle or pillion passenger","Slight","Female","14","Car","6","2","4","1","2","3","2","14","9"
"31J0507","429187","433851","2","19/01/2016","830","Unclassified","Wet / Damp","Daylight: street lights present","Unknown","Pedestrian","Slight","Male","17","Car","6","2","1","9","3","3","1","17","9"
"31J0604","427484","434917","1","19/01/2016","1226","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Female","42","Car","6","1","1","1","3","2","2","42","9"
"31J1102","432257","435098","1","19/01/2016","1656","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","12","Car","6","2","4","1","3","3","2","12","9"
"31J1219","431496","432640","2","19/01/2016","1805","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Male","27","Car","3","1","4","1","1","3","1","27","9"
"31J1219","431496","432640","2","19/01/2016","1805","A","Dry","Darkness: street lights present and lit","Fine without high winds","Vehicle or pillion passenger","Slight","Male","31","Car","3","1","4","1","2","3","1","31","9"
"31J1219","431496","432640","2","19/01/2016","1805","A","Dry","Darkness: street lights present and lit","Fine without high winds","Vehicle or pillion passenger","Slight","Male","29","Car","3","1","4","1","2","3","1","29","9"
"31J1219","431496","432640","2","19/01/2016","1805","A","Dry","Darkness: street lights present and lit","Fine without high winds","Vehicle or pillion passenger","Slight","Male","28","Car","3","1","4","1","2","3","1","28","9"
"31K1170","419359","441836","2","20/01/2016","1740","Unclassified","Dry","Darkness: street lights present and lit","Unknown","Driver or rider","Slight","Female","40","Pedal cycle","6","1","4","9","1","3","2","40","1"
"31K1255","430901","436559","2","20/01/2016","805","B","Dry","Daylight: street lights present","Unknown","Driver or rider","Slight","Male","32","Pedal cycle","4","1","1","9","1","3","1","32","1"
"31K1386","437040","438286","2","20/01/2016","1935","Unclassified","Wet / Damp","Darkness: no street lighting","Fine without high winds","Driver or rider","Fatal","Male","73","Car","6","2","6","1","1","1","1","73","9"
"31K1386","437040","438286","2","20/01/2016","1935","Unclassified","Wet / Damp","Darkness: no street lighting","Fine without high winds","Driver or rider","Slight","Male","47","Car","6","2","6","1","1","3","1","47","9"
"31K1457","431892","434947","2","20/01/2016","2015","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Vehicle or pillion passenger","Slight","Male","33","Car","6","1","4","1","2","3","1","33","9"
"31K1516","443265","445843","1","20/01/2016","750","Unclassified","Wet / Damp","Daylight: street lights present","Raining without high winds","Pedestrian","Slight","Female","15","Car","6","2","1","2","3","3","2","15","9"
"31K1591","430490","426386","1","20/01/2016","2130","Unclassified","Wet / Damp","Darkness: street lights present and lit","Other","Driver or rider","Slight","Male","25","Car","6","2","4","8","1","3","1","25","9"
"31K1618","427298","433638","2","20/01/2016","2000","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Female","27","Car","6","2","4","1","1","3","2","27","9"
"31L0241","436008","437469","1","21/01/2016","815","Unclassified","Frost / Ice","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male","16","M/cycle 50cc and under","6","4","1","1","1","3","1","16","2"
"31L0274","431113","430719","1","21/01/2016","845","Unclassified","Frost / Ice","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","52","Car","6","4","1","1","3","3","2","52","9"
"31L0335","429614","439792","1","21/01/2016","934","Unclassified","Frost / Ice","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Male","33","Car","6","4","1","1","3","3","1","33","9"
"31L0756","422015","433952","2","21/01/2016","1430","A","Wet / Damp","Daylight: street lights present","Unknown","Driver or rider","Slight","Male","62","Car","3","2","1","9","1","3","1","62","9"
"31L0811","423019","433730","1","21/01/2016","1505","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Pedestrian","Slight","Male","12","Car","6","2","4","2","3","3","1","12","9"
"31L1040","428607","435259","1","21/01/2016","1708","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Pedestrian","Slight","Male","43","Car","6","2","4","2","3","3","1","43","9"
"31L1163","423301","434736","2","21/01/2016","1807","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver or rider","Serious","Male","22","Car","6","2","4","2","1","2","1","22","9"
"31L1270","428256","434151","2","21/01/2016","1910","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Female","64","Car","3","2","4","1","1","3","2","64","9"
"31L1270","428256","434151","2","21/01/2016","1910","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Vehicle or pillion passenger","Slight","Female","15","Car","3","2","4","1","2","3","2","15","9"
"31M0236","428509","433061","2","22/01/2016","815","B","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver or rider","Slight","Female","51","Car","4","2","1","2","1","3","2","51","9"
"31M1173","427994","435196","2","22/01/2016","1746","Unclassified","Wet / Damp","Darkness: street lights present and lit","Unknown","Driver or rider","Slight","Male","21","Pedal cycle","6","2","4","9","1","3","1","21","1"
"31M1189","427014","431619","2","22/01/2016","1800","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Male","15","Pedal cycle","3","2","4","1","1","3","1","15","1"
"31N1341","431512","435123","2","23/01/2016","1900","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver or rider","Slight","Female","25","Car","3","2","4","2","1","3","2","25","9"
"31N1341","431512","435123","2","23/01/2016","1900","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Vehicle or pillion passenger","Slight","Male","21","Car","3","2","4","2","2","3","1","21","9"
"31N1341","431512","435123","2","23/01/2016","1900","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver or rider","Slight","Male","33","Car","3","2","4","2","1","3","1","33","9"
"31N1501","427099","433296","1","23/01/2016","2035","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Serious","Male","42","Car","6","2","4","1","3","2","1","42","9"
"31N1675","426292","435586","2","23/01/2016","2235","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Male","31","Car","3","2","4","1","1","3","1","31","9"
"31O0822","434421","438350","3","24/01/2016","1350","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Male","63","Car","3","2","1","1","1","3","1","63","9"
"31O1246","429424","431366","2","24/01/2016","1759","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver or rider","Slight","Male","40","Pedal cycle","6","2","4","1","1","3","1","40","1"
"31P0243","426612","433094","1","25/01/2016","745","B","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","27","Car","4","1","1","1","3","3","2","27","9"
"31P0247","426820","434978","2","25/01/2016","836","A","Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female","63","Car","3","1","1","1","1","3","2","63","9"
"31P0315","430554","433739","2","25/01/2016","925","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Vehicle or pillion passenger","Slight","Male","20","Car","6","1","1","1","2","3","1","20","9"
"31P0683","426782","433631","2","25/01/2016","1305","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver or rider","Slight","Female","66","Car","6","1","1","1","1","3","2","66","9"
"31Q0218","427302","435777","1","26/01/2016","825","Unclassified","Wet / Damp","Daylight: street lights present","Raining without high winds","Pedestrian","Slight","Male","28","Car","6","2","1","2","3","3","1","28","9"
"31Q0748","426197","433182","1","26/01/2016","1400","Unclassified","Dry","Daylight: street lights present","Unknown","Pedestrian","Slight","Male","21","Car","6","1","1","9","3","3","1","21","9"
